xmag,ymag,zmag,xaccel,yaccel,zaccel,xgyro,ygyro,zgyro
1989,-503,1726,-806,-416,4031,26,-117,-86
1989,-503,1726,-887,-378,3980,46,-117,-89
2017,-500,1739,-772,-462,3999,41,-119,-112
2017,-500,1739,-787,-431,4011,64,-115,-107
2017,-500,1739,-777,-419,4037,64,-120,-126
2017,-500,1739,-884,-420,4055,50,-116,-127
2017,-500,1739,-853,-379,3956,46,-117,-123
2017,-500,1739,-872,-416,4018,42,-120,-116
1981,-484,1737,-788,-464,4074,50,-106,-86
1981,-484,1737,-777,-447,4003,41,-122,-77
1981,-484,1737,-823,-453,4018,39,-119,-83
1981,-484,1737,-793,-443,3919,26,-115,-102
1981,-484,1737,-837,-444,4131,65,-122,-109
1981,-484,1737,-519,-134,3851,34,-127,-110
1988,-506,1748,-723,-277,3905,62,-103,-122
1988,-506,1748,-831,-483,3999,45,-101,-121
1988,-506,1748,-823,-463,4100,29,-114,-80
1988,-506,1748,-723,-389,3876,42,-111,-85
1988,-506,1748,-749,-433,4315,44,-99,-95
1988,-506,1748,-810,-382,4055,40,-121,-96
1988,-506,1748,-778,-440,3974,20,-122,-118
1959,-505,1735,-811,-428,4113,58,-116,-115
1959,-505,1735,-808,-452,3980,56,-118,-114
1959,-505,1735,-881,-427,3974,47,-125,-90
1959,-505,1735,-690,-424,3964,39,-116,-96
1959,-505,1735,-935,-455,3941,45,-120,-115
1959,-505,1735,-909,-415,3968,29,-110,-111
1964,-495,1763,-858,-448,4054,47,-109,-103
1964,-495,1763,-789,-471,4272,40,-104,-91
1964,-495,1763,-865,-417,4025,36,-112,-97
1964,-495,1763,-967,-355,3965,72,-112,-119
1964,-495,1763,-727,-405,4063,54,-117,-121
1964,-495,1763,-783,-419,3973,52,-105,-88
1947,-467,1709,-802,-422,3978,39,-117,-96
1947,-467,1709,-827,-407,3953,41,-117,-100
1947,-467,1709,-782,-420,3983,32,-110,-86
1947,-467,1709,-755,-409,4067,44,-117,-91
1947,-467,1709,-544,-385,4061,38,-115,-94
1947,-467,1709,-840,-390,3914,46,-113,-102
1972,-510,1725,-757,-415,3973,50,-120,-92
1972,-510,1725,-786,-446,3987,61,-120,-95
1972,-510,1725,-883,-411,4039,36,-125,-99
1972,-510,1725,-804,-444,4072,56,-115,-112
1972,-510,1725,-884,-416,4004,30,-116,-117
1972,-510,1725,-796,-412,3970,42,-107,-79
1972,-510,1725,-775,-413,4088,40,-114,-93
1944,-449,1741,-714,-459,3910,45,-119,-99
1944,-449,1741,-1019,-373,3895,56,-127,-112
1944,-449,1741,-759,-403,3989,28,-114,-100
1944,-449,1741,-806,-452,4025,40,-110,-75
1944,-449,1741,-921,-404,3839,57,-119,-85
1944,-449,1741,-937,-436,4101,32,-114,-95
1972,-460,1733,-798,-374,4006,55,-114,-110
1972,-460,1733,-703,-429,4136,51,-119,-92
1972,-460,1733,-823,-415,3977,35,-115,-93
1972,-460,1733,-1360,-578,3820,73,-134,-115
1972,-460,1733,-726,-448,3930,41,-106,-128
1972,-460,1733,-820,-322,3921,51,-117,-135
1984,-488,1719,-813,-417,3995,60,-112,-126
1984,-488,1719,-875,-337,4285,24,-107,-67
1984,-488,1719,-923,-369,4040,39,-108,-65
1984,-488,1719,-701,-469,3883,29,-102,-97
1984,-488,1719,-598,-466,3812,58,-83,-110
1984,-488,1719,-785,-345,3795,63,-86,-116
1984,-488,1719,-824,-416,3826,50,-99,-93
1958,-489,1739,-777,-409,4011,48,-101,-86
1958,-489,1739,-913,-417,4007,39,-107,-95
1958,-489,1739,-647,-481,4125,60,-110,-99
1958,-489,1739,-665,-455,4170,53,-97,-98
1958,-489,1739,-708,-394,4065,30,-110,-93
1958,-489,1739,-778,-399,3967,42,-123,-103
1958,-485,1721,-778,-430,4059,40,-117,-123
1958,-485,1721,-815,-467,3996,40,-106,-111
1958,-485,1721,-524,-386,3986,39,-124,-99
1958,-485,1721,-702,-510,4140,32,-127,-119
1958,-485,1721,-496,-726,3844,35,-128,-124
1958,-485,1721,-650,-421,4309,55,-118,-116
1976,-509,1724,-739,-421,4143,57,-116,-120
1976,-509,1724,-978,-466,3961,47,-112,-76
1976,-509,1724,-798,-484,4073,50,-113,-79
1976,-509,1724,-1146,-350,3971,45,-120,-74
1976,-509,1724,-859,-579,4254,45,-119,-86
1976,-509,1724,-1032,-408,4024,43,-127,-106
1951,-488,1739,-443,-403,4142,51,-122,-88
1951,-488,1739,-980,-378,4135,51,-101,-77
1951,-488,1739,-646,-466,4072,47,-119,-96
1951,-488,1739,-828,-467,4055,49,-121,-103
1951,-488,1739,-775,-503,4169,56,-118,-105
1951,-488,1739,-970,-414,3991,41,-119,-112
1951,-488,1739,-424,-444,3857,31,-99,-83
1975,-516,1793,-728,-444,3990,33,-111,-91
1975,-516,1793,-944,-440,3975,45,-112,-92
1975,-516,1793,-553,-419,4110,40,-114,-100
1975,-516,1793,-810,-502,4203,52,-119,-106
1975,-516,1793,-930,-426,3974,47,-121,-72
1975,-516,1793,-591,-425,4056,41,-109,-87
1975,-514,1774,-918,-414,4056,44,-111,-100
1975,-514,1774,-579,-489,4039,36,-122,-108
1975,-514,1774,-566,-534,4137,49,-120,-88
1975,-514,1774,-911,-353,4207,50,-105,-86
1975,-514,1774,-871,-427,4216,41,-107,-94
1975,-514,1774,-913,-465,3890,51,-114,-103
1987,-501,1704,-848,-428,4137,57,-111,-117
1987,-501,1704,-767,-407,3974,45,-110,-84
1987,-501,1704,-897,-431,3951,54,-116,-90
1987,-501,1704,-774,-452,3994,44,-113,-110
1987,-501,1704,-798,-410,3917,38,-111,-98
1987,-501,1704,-706,-502,3940,45,-119,-97
1957,-502,1771,-530,-403,3976,56,-118,-103
1957,-502,1771,-795,-407,4014,51,-119,-101
1957,-502,1771,-838,-364,4025,39,-115,-96
1957,-502,1771,-770,-432,4003,41,-109,-91
1957,-502,1771,-858,-458,4027,53,-119,-100
1957,-502,1771,-790,-446,4054,54,-118,-101
1957,-502,1771,-828,-388,4101,36,-127,-113
1975,-533,1764,-767,-431,3874,28,-117,-88
1975,-533,1764,-745,-421,4096,36,-122,-98
1975,-533,1764,-877,-441,4019,53,-118,-112
1975,-533,1764,-832,-504,4026,29,-117,-90
1975,-533,1764,-921,-473,4000,47,-113,-89
1975,-533,1764,-840,-434,4167,69,-107,-83
1966,-507,1703,-756,-438,4047,30,-123,-98
1966,-507,1703,-1006,-374,3999,44,-98,-106
1966,-507,1703,-996,-400,4028,46,-100,-89
1966,-507,1703,-941,-593,4170,49,-134,-81
1966,-507,1703,-829,-555,4015,41,-117,-87
1966,-507,1703,-1062,-322,3973,57,-124,-96
1947,-488,1714,-1065,-301,3873,57,-126,-98
1947,-488,1714,-554,-432,4069,54,-105,-104
1947,-488,1714,-581,-445,4058,54,-109,-86
1947,-488,1714,-533,-459,3751,51,-116,-98
1947,-488,1714,-823,-419,3807,40,-119,-101
1947,-488,1714,-845,-391,3988,40,-118,-101
1972,-481,1713,-620,-422,3905,47,-119,-104
1972,-481,1713,-884,-444,3968,60,-125,-115
1972,-481,1713,-851,-385,3998,33,-110,-93
1972,-481,1713,-827,-417,4063,34,-108,-88
1972,-481,1713,-747,-453,4049,28,-125,-100
1972,-481,1713,-513,-551,4136,41,-122,-102
1972,-481,1713,-957,-381,4048,11,-129,-113
1950,-495,1770,-722,-408,4219,48,-127,-109
1950,-495,1770,-713,-353,4362,37,-121,-106
1950,-495,1770,-781,-371,4203,64,-154,-96
1950,-495,1770,-945,-295,4174,50,-149,-100
1950,-495,1770,-866,-410,4095,54,-144,-110
1950,-495,1770,-777,-507,4121,52,-126,-104
1984,-524,1728,-970,-458,4240,41,-109,-96
1984,-524,1728,-813,-313,4051,38,-122,-102
1984,-524,1728,-927,-415,4161,51,-122,-97
1984,-524,1728,-827,-386,4173,63,-122,-104
1984,-524,1728,-812,-506,4184,58,-114,-107
1984,-524,1728,-813,-477,3907,33,-112,-89
1991,-475,1715,-793,-399,3942,46,-115,-86
1991,-475,1715,-890,-383,4027,48,-115,-109
1991,-475,1715,-802,-432,3959,41,-119,-112
1991,-475,1715,-772,-424,4074,55,-118,-96
1991,-475,1715,-750,-436,4070,39,-113,-76
1991,-475,1715,-890,-478,4017,56,-119,-94
1997,-494,1735,-812,-488,3977,30,-119,-96
1997,-494,1735,-868,-402,3997,34,-116,-103
1997,-494,1735,-856,-410,4082,48,-111,-96
1997,-494,1735,-759,-469,4010,61,-112,-94
1997,-494,1735,-789,-403,3923,51,-115,-102
1997,-494,1735,-786,-414,3962,51,-118,-76
1997,-494,1735,-820,-396,4027,23,-109,-97
1979,-509,1754,-857,-364,4092,58,-116,-82
1979,-509,1754,-700,-426,4114,45,-115,-96
1979,-509,1754,-968,-428,3937,41,-114,-102
1979,-509,1754,-859,-451,4069,48,-114,-96
1979,-509,1754,-711,-433,3966,51,-118,-108
1979,-509,1754,-614,-441,3950,61,-117,-100
1970,-511,1724,-762,-428,4002,49,-120,-101
1970,-511,1724,-832,-414,4028,40,-109,-80
1970,-511,1724,-961,-409,4175,38,-114,-85
1970,-511,1724,-831,-425,3993,53,-123,-90
1970,-511,1724,-695,-363,3978,42,-115,-101
1970,-511,1724,-927,-343,3906,44,-109,-109
1935,-483,1758,-719,-479,4074,44,-106,-85
1935,-483,1758,-837,-419,4051,42,-101,-88
1935,-483,1758,-789,-453,3989,49,-115,-85
1935,-483,1758,-932,-407,3964,50,-106,-100
1935,-483,1758,-917,-391,4007,50,-116,-97
1935,-483,1758,-825,-473,4123,60,-116,-101
1960,-519,1713,-729,-437,4011,57,-118,-80
1960,-519,1713,-835,-429,3931,39,-109,-96
1960,-519,1713,-820,-420,4095,58,-120,-96
1960,-519,1713,-893,-369,4088,56,-118,-95
1960,-519,1713,-779,-422,4003,44,-118,-104
1960,-519,1713,-729,-427,4155,54,-113,-106
1960,-519,1713,-807,-443,4023,42,-116,-94
1948,-498,1770,-878,-432,3928,47,-112,-89
1948,-498,1770,-738,-406,4083,52,-126,-102
1948,-498,1770,-859,-460,4027,35,-125,-107
1948,-498,1770,-551,-380,3817,41,-122,-116
1948,-498,1770,-846,-424,3849,42,-115,-123
1948,-498,1770,-798,-360,3971,47,-126,-115
1968,-516,1776,-758,-374,3958,49,-119,-85
1968,-516,1776,-802,-418,4050,52,-114,-87
1968,-516,1776,-780,-408,4049,31,-113,-93
1968,-516,1776,-785,-463,3965,52,-117,-103
1968,-516,1776,-899,-443,4036,28,-118,-112
1968,-516,1776,-792,-438,3979,47,-115,-112
1941,-528,1759,-780,-456,4040,56,-119,-87
1941,-528,1759,-809,-405,4036,34,-115,-90
1941,-528,1759,-875,-429,4076,30,-114,-102
1941,-528,1759,-805,-418,3999,61,-128,-113
1941,-528,1759,-796,-404,3960,35,-115,-123
1941,-528,1759,-819,-397,4028,47,-108,-89
1941,-528,1759,-765,-401,4037,43,-118,-104
1978,-506,1745,-812,-420,3999,51,-121,-113
1978,-506,1745,-768,-448,3989,49,-118,-122
1978,-506,1745,-842,-408,3967,50,-122,-79
1978,-506,1745,-823,-427,4061,41,-119,-85
1978,-506,1745,-806,-428,4080,53,-118,-86
1978,-506,1745,-846,-420,4081,37,-112,-107
1956,-512,1709,-829,-445,3980,61,-108,-111
1956,-512,1709,-822,-434,4069,35,-122,-87
1956,-512,1709,-790,-402,3990,42,-118,-101
1956,-512,1709,-822,-404,4015,64,-120,-100
1956,-512,1709,-844,-414,4054,41,-120,-108
1956,-512,1709,-786,-454,3997,30,-114,-80
1950,-508,1768,-781,-439,4006,36,-114,-74
1950,-508,1768,-812,-446,4049,42,-113,-92
1950,-508,1768,-532,-409,3939,44,-121,-100
1950,-508,1768,-837,-421,3976,53,-116,-89
1950,-508,1768,-896,-408,3963,49,-108,-92
1950,-508,1768,-1133,-357,3954,45,-114,-96
1981,-518,1754,-919,-409,3768,55,-125,-112
1981,-518,1754,-673,-372,3973,39,-126,-109
1981,-518,1754,-954,-356,4052,50,-116,-118
1981,-518,1754,-847,-477,3974,43,-118,-120
1981,-518,1754,-758,-432,3960,44,-116,-90
1981,-518,1754,-818,-398,3999,34,-116,-108
1981,-518,1754,-625,737,3053,-37,-146,-138
1978,-521,1764,-944,-353,5004,25,-94,-127
1978,-521,1764,-937,-695,3331,63,-107,-114
1978,-521,1764,-923,-261,4644,66,-97,-141
1978,-521,1764,-717,-655,3827,39,-105,-77
1978,-521,1764,-528,-324,3576,56,-70,-92
1978,-521,1764,-904,-398,3852,51,-84,-95
1994,-490,1783,-928,-567,3652,55,-129,-96
1994,-490,1783,-763,-359,4208,41,-108,-117
1994,-490,1783,-584,-202,3917,43,-106,-109
1994,-490,1783,-683,-419,4327,47,-109,-99
1994,-490,1783,-973,-481,3929,45,-99,-108
1994,-490,1783,-812,-268,4048,58,-113,-113
1981,-491,1803,-806,-535,3920,40,-119,-118
1981,-491,1803,-565,-326,4080,43,-119,-115
1981,-491,1803,-770,-430,4072,33,-114,-118
1981,-491,1803,-813,-409,3995,48,-119,-86
1981,-491,1803,-842,-434,4060,44,-125,-100
1981,-491,1803,-826,-422,4021,69,-121,-97
1972,-507,1783,-858,-462,4080,31,-117,-115
1972,-507,1783,-837,-421,4057,50,-111,-107
1972,-507,1783,-871,-409,3931,48,-108,-111
1972,-507,1783,-991,-421,3912,42,-115,-71
1972,-507,1783,-991,-407,3967,51,-111,-79
1972,-507,1783,-877,-423,4055,22,-120,-93
1972,-507,1783,-789,-449,4110,59,-111,-96
1947,-513,1783,-722,-434,4047,58,-119,-106
1947,-513,1783,-781,-449,4135,60,-117,-120
1947,-513,1783,-689,-411,4018,42,-117,-93
1947,-513,1783,-711,-410,3974,53,-112,-101
1947,-513,1783,-857,-448,4018,55,-124,-103
1947,-513,1783,-983,-365,3826,54,-123,-111
1999,-520,1783,-863,-449,3967,43,-113,-71
1999,-520,1783,-671,-453,3767,45,-107,-75
1999,-520,1783,-710,-404,4205,59,-121,-97
1999,-520,1783,-1002,-417,4050,40,-115,-104
1999,-520,1783,-658,-426,4098,49,-119,-96
1999,-520,1783,-935,-427,3903,40,-109,-93
1978,-505,1777,-820,-399,3994,57,-115,-103
1978,-505,1777,-696,-318,3693,57,-109,-107
1978,-505,1777,-653,-515,4172,51,-122,-107
1978,-505,1777,-782,-432,4104,43,-113,-103
1978,-505,1777,-901,-425,3883,66,-127,-95
1978,-505,1777,-793,-435,3882,36,-119,-108
1943,-513,1766,-698,-436,4023,44,-107,-74
1943,-513,1766,-730,-431,4046,58,-124,-96
1943,-513,1766,-705,-449,4072,41,-108,-111
1943,-513,1766,-819,-391,3959,15,-135,-92
1943,-513,1766,-974,-354,3925,43,-102,-97
1943,-513,1766,-545,-429,4163,46,-104,-104
1943,-513,1766,-929,-379,3835,43,-118,-102
1984,-564,1774,-926,-396,4280,59,-114,-115
1984,-564,1774,-704,-532,4154,49,-119,-87
1984,-564,1774,-876,-402,3976,46,-124,-95
1984,-564,1774,-571,-387,4001,44,-122,-95
1984,-564,1774,-925,-407,4040,50,-110,-101
1984,-564,1774,-780,-460,4065,38,-99,-83
2003,-532,1756,-766,-414,3964,40,-110,-85
2003,-532,1756,-832,-440,4004,52,-122,-99
2003,-532,1756,-585,-479,4121,40,-112,-109
2003,-532,1756,-872,-446,4061,40,-120,-103
2003,-532,1756,-835,-407,4290,41,-118,-89
2003,-532,1756,-853,-377,4085,43,-121,-84
1949,-537,1784,-834,-525,4103,76,-127,-110
1949,-537,1784,-782,-378,4003,38,-133,-111
1949,-537,1784,-955,-461,4149,49,-117,-93
1949,-537,1784,-874,-356,4006,40,-109,-82
1949,-537,1784,-736,-450,3818,37,-112,-91
1949,-537,1784,-650,-427,4154,65,-124,-103
1960,-518,1739,-1021,-419,3932,51,-118,-107
1960,-518,1739,-847,-409,4021,53,-116,-115
1960,-518,1739,-663,-425,3983,27,-122,-76
1960,-518,1739,-757,-399,3905,49,-104,-90
1960,-518,1739,-683,-427,4169,44,-106,-90
1960,-518,1739,-958,-456,4019,31,-123,-104
1960,-518,1739,-932,-374,4022,49,-113,-109
1962,-540,1729,-719,-461,4008,34,-117,-93
1962,-540,1729,-682,-434,3863,43,-119,-92
1962,-540,1729,-746,-452,3970,51,-118,-93
1962,-540,1729,-732,-398,3974,44,-117,-91
1962,-540,1729,-848,-494,4083,51,-104,-111
1962,-540,1729,-660,-471,3912,52,-116,-116
1947,-536,1716,-714,-418,4016,51,-116,-120
1947,-536,1716,-729,-409,4040,41,-119,-105
1947,-536,1716,-928,-360,4019,41,-119,-88
1947,-536,1716,-835,-403,4055,36,-119,-87
1947,-536,1716,-715,-419,3973,44,-116,-101
1947,-536,1716,-806,-428,4017,49,-124,-111
1972,-487,1751,-791,-415,3973,37,-122,-102
1972,-487,1751,-785,-403,3994,47,-127,-105
1972,-487,1751,-871,-422,3996,44,-133,-120
1972,-487,1751,-766,-420,3917,45,-118,-121
1972,-487,1751,-875,-457,4056,40,-128,-87
1972,-487,1751,-804,-460,3987,67,-115,-83
1972,-487,1751,-834,-428,4007,48,-126,-79
1978,-533,1753,-771,-391,3992,29,-116,-80
1978,-533,1753,-792,-416,4040,53,-110,-104
1978,-533,1753,-812,-400,4016,62,-115,-100
1978,-533,1753,-825,-429,3987,55,-119,-92
1978,-533,1753,-857,-447,3985,49,-113,-108
1978,-533,1753,-743,-471,3952,51,-113,-98
1976,-518,1786,-776,-408,4088,46,-122,-95
1976,-518,1786,-822,-440,4040,68,-117,-115
1976,-518,1786,-851,-428,4144,60,-114,-116
1976,-518,1786,-777,-427,3978,41,-118,-94
1976,-518,1786,-826,-460,4038,52,-114,-87
1976,-518,1786,-810,-407,3975,55,-118,-115
1991,-524,1757,-998,-383,4075,40,-114,-107
1991,-524,1757,-773,-393,3948,42,-117,-108
1991,-524,1757,-811,-413,4091,35,-107,-82
1991,-524,1757,-811,-393,3880,57,-110,-95
1991,-524,1757,-742,-414,4051,48,-115,-109
1991,-524,1757,-791,-387,3971,35,-109,-88
1984,-506,1765,-779,-409,4037,32,-113,-81
1984,-506,1765,-785,-421,4001,40,-109,-87
1984,-506,1765,-783,-433,3840,43,-116,-100
1984,-506,1765,-1009,-443,3972,55,-115,-107
1984,-506,1765,-815,-421,4033,36,-108,-93
1984,-506,1765,-805,-407,4010,46,-115,-107
1984,-506,1765,-803,-422,3951,48,-119,-112
1974,-509,1728,-791,-439,4036,54,-117,-90
1974,-509,1728,-865,-459,4075,41,-114,-90
1974,-509,1728,-828,-366,4142,55,-131,-115
1974,-509,1728,-683,-403,3973,39,-120,-106
1974,-509,1728,-719,-475,4283,44,-101,-86
1974,-509,1728,-807,-422,3987,51,-117,-95
1960,-517,1740,-775,-465,4004,35,-117,-103
1960,-517,1740,-822,-470,3960,52,-119,-105
1960,-517,1740,-611,-439,4025,51,-120,-95
1960,-517,1740,-495,-411,4030,47,-112,-90
1960,-517,1740,-698,-402,4008,44,-120,-106
1960,-517,1740,-584,-355,4119,52,-119,-112
1953,-497,1730,-696,-398,4036,55,-113,-124
1953,-497,1730,-628,-466,4107,40,-113,-87
1953,-497,1730,-916,-462,4028,54,-116,-87
1953,-497,1730,-856,-442,3880,47,-108,-106
1953,-497,1730,-878,-398,3985,42,-108,-101
1953,-497,1730,-799,-431,3972,41,-113,-99
1945,-509,1772,-875,-472,3980,34,-122,-94
1945,-509,1772,-821,-437,3907,52,-109,-104
1945,-509,1772,-819,-449,4163,34,-113,-105
1945,-509,1772,-835,-337,3996,51,-127,-116
1945,-509,1772,-690,-408,4275,60,-105,-106
1945,-509,1772,-778,-442,4081,43,-110,-86
1945,-509,1772,-780,-440,3946,27,-109,-75
1956,-506,1748,-820,-404,3926,35,-111,-90
1956,-506,1748,-739,-435,4108,38,-109,-94
1956,-506,1748,-642,-429,3964,50,-114,-101
1956,-506,1748,-786,-410,4103,35,-122,-110
1956,-506,1748,-822,-470,4076,43,-115,-116
1956,-506,1748,-800,-434,3966,53,-109,-109
1964,-499,1765,-711,-421,3998,46,-114,-106
1964,-499,1765,-650,-450,4142,41,-113,-93
1964,-499,1765,-769,-323,3822,40,-120,-98
1964,-499,1765,-844,-368,4074,64,-105,-100
1964,-499,1765,-787,-464,4134,50,-122,-99
1964,-499,1765,-886,-398,4058,61,-119,-113
1967,-504,1762,-761,-443,3914,56,-111,-112
1967,-504,1762,-872,-388,4028,42,-115,-99
1967,-504,1762,-730,-410,3919,45,-114,-91
1967,-504,1762,-808,-426,4008,40,-127,-95
1967,-504,1762,-788,-462,4201,52,-97,-105
1967,-504,1762,-746,-456,4144,33,-109,-104
1974,-500,1759,-806,-454,3886,52,-114,-111
1974,-500,1759,-594,-383,3781,59,-112,-116
1974,-500,1759,-816,-324,4057,40,-136,-116
1974,-500,1759,-904,-328,4146,58,-128,-92
1974,-500,1759,-646,-442,4015,33,-120,-95
1974,-500,1759,-639,-449,4180,49,-120,-114
1974,-500,1759,-750,-396,3978,60,-117,-97
2009,-503,1775,-812,-414,4086,19,-115,-100
2009,-503,1775,-695,-392,4030,34,-123,-113
2009,-503,1775,-784,-474,4176,53,-112,-74
2009,-503,1775,-854,-354,3906,24,-113,-81
2009,-503,1775,-781,-424,3913,50,-109,-95
2009,-503,1775,-776,-480,4018,56,-113,-103
1974,-539,1759,-672,-412,4082,27,-118,-105
