xmag,ymag,zmag,xaccel,yaccel,zaccel,xgyro,ygyro,zgyro
807,-2842,-6915,393,211,-4553,53,-75,-63
807,-2842,-6915,55,-549,-5070,94,-111,-60
807,-2842,-6915,84,-586,-51,-235,-146,-91
774,-2829,-6940,-2068,1210,-1507,10,-27,-138
774,-2829,-6940,-244,1002,-2772,19,-22,-148
774,-2829,-6940,-1976,2255,-6736,-91,-615,-455
774,-2829,-6940,-1859,6244,4537,269,821,-412
774,-2829,-6940,-7627,431,2409,1018,270,858
774,-2829,-6940,-6053,-45,-5664,107,237,-1221
774,-2829,-6940,1783,-1103,-8894,11,-34,-567
774,-2829,-6940,1642,318,-4523,123,-38,-108
774,-2829,-6940,-525,503,-2134,41,-25,124
757,-2858,-6954,808,-282,-3371,33,-48,-542
757,-2858,-6954,574,14,-4521,50,-140,119
757,-2858,-6954,-76,196,-3515,67,-142,-105
757,-2858,-6954,-23,143,-4049,15,-142,-142
757,-2858,-6954,48,128,-4090,15,-113,-151
757,-2858,-6954,33,385,-4454,19,-128,-156
757,-2858,-6954,326,424,-3723,58,-125,-162
757,-2858,-6954,-215,-547,-3126,4,-189,-113
757,-2858,-6954,-413,373,-3622,62,-67,-61
755,-2905,-6937,-27,431,-3931,153,-77,-55
755,-2905,-6937,802,650,-3283,233,-80,-71
755,-2905,-6937,1241,445,-3893,421,-148,-63
755,-2905,-6937,285,1749,-3376,749,-107,-96
755,-2905,-6937,-542,-51,-2888,632,-36,-8
755,-2905,-6937,-900,662,-2575,684,-119,-8
755,-2905,-6937,-498,-100,-2844,719,-71,57
755,-2905,-6937,-326,-166,-3883,709,42,124
755,-2905,-6937,-566,602,-8683,698,58,301
757,-2714,-7044,709,-243,-3747,547,22,224
757,-2714,-7044,-379,-481,-5026,542,97,291
757,-2714,-7044,-321,-217,-4773,380,71,308
757,-2714,-7044,-151,-113,-5841,233,20,342
757,-2714,-7044,-208,206,-5805,66,-36,360
757,-2714,-7044,-344,126,-6003,-70,-132,369
757,-2714,-7044,-343,292,-6041,-147,-227,358
757,-2714,-7044,-235,376,-5973,-206,-332,357
757,-2714,-7044,-541,1125,-6880,-272,-423,351
910,-2608,-7043,-247,426,-5807,-282,-543,305
910,-2608,-7043,-214,734,-5404,-271,-594,293
910,-2608,-7043,-503,801,-5134,-250,-666,265
910,-2608,-7043,-325,851,-5003,-207,-718,221
910,-2608,-7043,-443,969,-4779,-153,-761,175
910,-2608,-7043,-447,1065,-4703,-113,-789,120
910,-2608,-7043,-424,1074,-4521,-69,-799,74
910,-2608,-7043,-513,1259,-4319,-35,-807,25
910,-2608,-7043,-570,1184,-4121,-20,-787,-5
756,-2678,-7085,-616,1248,-3845,-23,-1019,-67
756,-2678,-7085,-707,1237,-4011,-9,-756,-117
756,-2678,-7085,-779,1189,-3954,3,-704,-187
756,-2678,-7085,-859,1213,-3925,9,-696,-233
756,-2678,-7085,-903,1235,-3941,9,-665,-269
756,-2678,-7085,-924,1530,-4016,21,-627,-311
756,-2678,-7085,-968,1518,-4184,33,-614,-350
756,-2678,-7085,-953,1037,-4234,31,-594,-395
756,-2678,-7085,-993,1515,-4394,41,-592,-446
503,-2674,-7120,-982,1240,-4450,76,-591,-487
503,-2674,-7120,-1024,1209,-4477,90,-594,-520
503,-2674,-7120,-1068,1199,-4619,97,-610,-543
503,-2674,-7120,-992,1227,-4617,130,-636,-591
503,-2674,-7120,-988,1230,-4846,123,-667,-632
503,-2674,-7120,-952,1184,-4989,124,-697,-667
503,-2674,-7120,-909,1105,-5119,123,-739,-707
503,-2674,-7120,-941,1015,-5243,115,-770,-742
503,-2674,-7120,-876,960,-5273,115,-813,-514
195,-2730,-7162,-911,861,-5392,98,-862,-775
195,-2730,-7162,-850,742,-5518,80,-917,-789
195,-2730,-7162,-800,636,-5591,75,-985,-802
195,-2730,-7162,-838,418,-5603,65,-1075,-796
195,-2730,-7162,-919,295,-5510,97,-1165,-783
195,-2730,-7162,-984,251,-5379,100,-1246,-762
195,-2730,-7162,-990,120,-5420,106,-1334,-740
195,-2730,-7162,-995,57,-5323,123,-1409,-699
195,-2730,-7162,-963,83,-5226,105,-1472,-679
-281,-2702,-7211,-972,72,-5205,99,-1532,-660
-281,-2702,-7211,-960,-10,-5141,56,-1586,-647
-281,-2702,-7211,-1041,-67,-4811,36,-1623,-605
-281,-2702,-7211,-1121,-192,-4699,23,-1662,-580
-281,-2702,-7211,-1185,-357,-4552,11,-1710,-556
-281,-2702,-7211,-1272,-482,-4583,19,-1740,-522
-281,-2702,-7211,-1322,-447,-4511,48,-1768,-477
-281,-2702,-7211,-1380,-493,-4439,5,-1807,-453
-281,-2702,-7211,-1466,-488,-4354,8,-1836,-410
-983,-2678,-7098,-1510,-530,-4287,-4,-1866,-340
-983,-2678,-7098,-1503,-545,-4230,4,-1878,-303
-983,-2678,-7098,-1525,-619,-4217,1,-1905,-260
-983,-2678,-7098,-1590,-640,-4195,199,-1920,-234
-983,-2678,-7098,-1663,-663,-4206,-29,-1931,-191
-983,-2678,-7098,-1697,-743,-4080,-75,-1945,-125
-983,-2678,-7098,-1780,-984,-4099,-110,-1962,-88
-983,-2678,-7098,-1854,-849,-4057,-189,-1967,-54
-983,-2678,-7098,-1931,-952,-3847,-197,-1968,-3
-1697,-2684,-6805,-2023,-1009,-3838,-261,-1982,31
-1697,-2684,-6805,-2100,-1004,-3755,-282,-1976,88
-1697,-2684,-6805,-2111,-821,-3634,-278,-1967,170
-1697,-2684,-6805,-2349,-729,-3118,-332,-1940,206
-1697,-2684,-6805,-2221,-391,-2974,-326,-1888,260
-1697,-2684,-6805,-2011,-678,-3316,-390,-1924,292
-1697,-2684,-6805,-2139,-775,-3053,-406,-1868,323
-1697,-2684,-6805,-2320,-564,-3031,-456,-1824,369
-1697,-2684,-6805,-2241,-475,-2934,-519,-1538,399
-2237,-2877,-6266,-2178,-348,-2734,-562,-1754,405
-2237,-2877,-6266,-2124,-202,-2341,-575,-1740,388
-2237,-2877,-6266,-2124,-186,-2169,-603,-1701,355
-2237,-2877,-6266,-2269,-268,-2018,-598,-1658,337
-2237,-2877,-6266,-2342,-316,-1677,-613,-1601,327
-2237,-2877,-6266,-2180,-322,-1486,-597,-1545,316
-2237,-2877,-6266,-2360,-120,-1056,-617,-1477,316
-2237,-2877,-6266,-2387,-63,-1161,-648,-1387,338
-2237,-2877,-6266,-2196,78,-834,-738,-1255,315
-2522,-3140,-5729,-2154,488,-479,-761,-1151,299
-2522,-3140,-5729,-2154,202,-181,-751,-1069,265
-2522,-3140,-5729,-2162,225,136,-741,-986,227
-2522,-3140,-5729,-2109,181,227,-750,-893,197
-2522,-3140,-5729,-1987,273,386,-758,-796,196
-2522,-3140,-5729,-1961,351,534,-749,-693,163
-2522,-3140,-5729,-1946,410,850,-749,-585,138
-2522,-3140,-5729,-1940,520,1081,-728,-490,106
-2522,-3140,-5729,-2011,647,1366,-716,-356,69
-2590,-3363,-5386,-2016,713,1431,-709,-232,34
-2590,-3363,-5386,-1993,766,1502,-679,-105,-8
-2590,-3363,-5386,-2300,721,1609,-619,32,-53
-2590,-3363,-5386,-2034,670,1684,-573,149,-93
-2590,-3363,-5386,-1960,733,1574,-523,286,-127
-2590,-3363,-5386,-1908,755,1602,-487,410,-147
-2590,-3363,-5386,-1910,810,1587,-472,546,-187
-2590,-3363,-5386,-1873,825,1383,-444,688,-218
-2590,-3363,-5386,-1767,875,1201,-453,807,-220
-2547,-3462,-5337,-1638,894,1036,-456,919,-232
-2547,-3462,-5337,-1626,846,879,-439,1012,-258
-2547,-3462,-5337,-1575,761,708,-428,1107,-296
-2547,-3462,-5337,-1426,752,467,-420,1173,-326
-2547,-3462,-5337,-1433,769,470,-402,1273,-335
-2547,-3462,-5337,-1363,657,72,-373,1329,-366
-2547,-3462,-5337,-1258,666,-244,-347,1395,-384
-2547,-3462,-5337,-1239,771,-182,-306,1473,-403
-2547,-3462,-5337,-1142,524,-205,-244,1526,-424
-2351,-3414,-5647,-1133,689,-225,-190,1589,-451
-2351,-3414,-5647,-1120,611,-242,-138,1674,-479
-2351,-3414,-5647,-1073,442,-359,-113,1751,-500
-2351,-3414,-5647,-941,398,-484,-80,1846,-515
-2351,-3414,-5647,-832,320,-601,-45,1958,-524
-2351,-3414,-5647,-745,207,-804,-37,2065,-547
-2351,-3414,-5647,-583,115,-1095,-47,2164,-543
-2351,-3414,-5647,-496,54,-1230,-25,2254,-550
-2351,-3414,-5647,-301,11,-1528,-50,2317,-562
-2010,-3350,-6084,-223,-91,-1774,-44,2371,-574
-2010,-3350,-6084,-140,-142,-2016,-36,2416,-558
-2010,-3350,-6084,30,-214,-2235,-68,2450,-563
-2010,-3350,-6084,108,-300,-2388,-93,2487,-561
-2010,-3350,-6084,207,-457,-2580,-69,2530,-565
-2010,-3350,-6084,341,-499,-2781,-61,2554,-558
-2010,-3350,-6084,510,-598,-2933,-51,2563,-549
-2010,-3350,-6084,627,-613,-3192,-46,2609,-534
-2010,-3350,-6084,686,-606,-3289,-12,2612,-515
-2010,-3094,-6550,732,-614,-3449,-42,2615,-517
-1339,-3288,-6550,791,-639,-3840,-47,2629,-501
-1339,-3288,-6550,805,-705,-3929,-14,2626,-474
-1339,-3288,-6550,878,-716,-4217,9,2612,-462
-1339,-3288,-6550,970,-761,-4495,45,2594,-449
-1339,-3288,-6550,1073,-717,-4632,86,2572,-440
-1339,-3288,-6550,1118,-646,-5105,97,2556,-427
-1339,-3288,-6550,1133,-650,-5107,90,2523,-429
-1339,-3288,-6550,1103,-650,-5360,165,2483,-438
-1339,-3288,-6550,1108,-558,-5707,165,2405,-438
-542,-3270,-6822,1066,-616,-5861,201,2333,-438
-542,-3270,-6822,1053,-661,-6214,228,2243,-407
-542,-3270,-6822,1102,-596,-6484,275,2136,-397
-542,-3270,-6822,1141,-693,-6703,331,2009,-385
-542,-3270,-6822,1044,-788,-7007,343,1890,-382
-542,-3270,-6822,1076,-670,-6928,350,1770,-365
-542,-3270,-6822,999,-847,-7107,323,1653,-354
-542,-3270,-6822,968,-802,-7093,304,1549,-342
-542,-3270,-6822,929,-783,-7052,244,1437,-317
153,-3171,-6868,902,-824,-6870,208,1351,-282
153,-3171,-6868,894,-874,-6742,172,1253,-265
153,-3171,-6868,780,-978,-6562,153,1173,-230
153,-3171,-6868,652,-1062,-6313,158,1103,-199
153,-3171,-6868,464,-1148,-6075,165,1037,-153
153,-3171,-6868,436,-1200,-5768,207,971,-94
153,-3171,-6868,480,-1128,-5485,255,916,-33
153,-3171,-6868,595,-997,-5276,296,882,37
153,-3171,-6868,686,-864,-5059,341,817,76
568,-3078,-6908,795,-755,-4896,379,793,96
568,-3078,-6908,932,-580,-4741,402,783,115
568,-3078,-6908,977,-531,-4510,389,784,149
568,-3078,-6908,1092,-412,-4475,362,779,186
568,-3078,-6908,1267,-347,-4475,343,797,197
568,-3078,-6908,1495,-253,-4393,338,814,208
568,-3078,-6908,1547,-69,-4445,318,820,203
568,-3078,-6908,1962,-76,-4456,266,846,186
568,-3078,-6908,2091,-45,-4443,232,869,195
921,-2950,-6853,2122,12,-4421,183,886,201
921,-2950,-6853,2078,106,-4490,164,929,197
921,-2950,-6853,2124,78,-4260,132,942,174
921,-2950,-6853,2166,106,-4171,121,963,160
921,-2950,-6853,2149,61,-4117,112,971,138
921,-2950,-6853,2160,114,-4093,137,974,154
921,-2950,-6853,2252,112,-4122,153,1010,151
921,-2950,-6853,2293,163,-4118,132,1023,134
921,-2950,-6853,2378,222,-4072,159,1009,108
1320,-2829,-6722,2407,309,-4274,162,1031,94
1320,-2829,-6722,2530,446,-4442,129,1024,75
1320,-2829,-6722,2683,601,-4535,108,1024,58
1320,-2829,-6722,2676,758,-4703,30,995,44
1320,-2829,-6722,2570,844,-4730,11,954,8
1320,-2829,-6722,2317,681,-5087,-63,922,-11
1320,-2829,-6722,2677,559,-5675,-144,822,-3
1320,-2829,-6722,2894,1000,-5437,-166,762,-22
1320,-2829,-6722,3174,788,-5887,-144,630,-57
1708,-2800,-6518,2126,414,-5515,-156,540,-63
1708,-2800,-6518,2730,746,-6055,-138,426,-86
1708,-2800,-6518,2699,629,-5756,-124,310,-91
1708,-2800,-6518,2108,794,-5523,-113,192,-91
1708,-2800,-6518,2327,885,-5502,-82,102,-94
1708,-2800,-6518,2414,912,-5634,-53,-4,-104
1708,-2800,-6518,2331,907,-5549,-66,-98,-120
1708,-2800,-6518,2296,944,-5465,-63,-183,-128
1708,-2800,-6518,2304,892,-5533,-90,-271,-140
1804,-2821,-6464,2374,950,-5507,-74,-342,-150
1804,-2821,-6464,2451,923,-5473,-65,-395,-150
1804,-2821,-6464,2397,879,-5511,-100,-464,-139
1804,-2821,-6464,2445,871,-5450,-99,-526,-128
1804,-2821,-6464,2441,965,-5482,-168,-574,-128
1804,-2821,-6464,2553,945,-5567,-228,-625,-127
1804,-2821,-6464,2247,999,-5317,-242,-674,-137
1804,-2821,-6464,2239,1253,-5274,-264,-712,-148
1804,-2821,-6464,2015,1387,-5448,-280,-761,-185
1646,-2883,-6542,2464,1440,-5565,-341,-778,-223
1646,-2883,-6542,2436,1182,-5639,-371,-845,-282
1646,-2883,-6542,2240,1392,-5656,-404,-936,-320
1646,-2883,-6542,2527,1511,-5881,-427,-954,-381
1646,-2883,-6542,2707,1621,-5687,-460,-1025,-435
1646,-2883,-6542,2701,1777,-5581,-501,-1077,-509
1646,-2883,-6542,2597,1635,-5460,-513,-1130,-585
1646,-2883,-6542,2348,1373,-5436,-565,-1157,-632
1646,-2883,-6542,2494,1442,-5430,-542,-1240,-667
1332,-3113,-6555,2251,1437,-5288,-469,-1262,-682
1332,-3113,-6555,2317,2251,-5027,-402,-1295,-730
1332,-3113,-6555,2676,1406,-5376,-346,-1297,-994
1332,-3113,-6555,2616,1324,-5811,-285,-1355,-786
1332,-3113,-6555,2612,1268,-5689,-253,-1408,-792
1332,-3113,-6555,2579,1255,-5815,-214,-1456,-784
1332,-3113,-6555,2264,826,-5923,-166,-1492,-759
1332,-3113,-6555,2578,1396,-5686,-193,-1563,-776
1332,-3113,-6555,2552,1228,-6556,-172,-1643,-804
786,-3314,-6656,2567,1405,-6728,-141,-1732,-817
786,-3314,-6656,2661,1593,-6676,-160,-1832,-837
786,-3314,-6656,2574,1462,-6753,-201,-1904,-857
786,-3314,-6656,2549,1541,-6861,-279,-1972,-876
786,-3314,-6656,2486,1678,-6780,-412,-2022,-880
786,-3314,-6656,2565,1393,-7164,-493,-2118,-909
786,-3314,-6656,2463,1387,-7346,-559,-2151,-927
786,-3314,-6656,2451,1317,-6616,-620,-2244,-932
786,-3314,-6656,2230,1486,-6665,-673,-2311,-946
1,-3539,-6697,2624,1505,-6186,-724,-2359,-957
1,-3539,-6697,2394,1518,-6008,-712,-2403,-1014
1,-3539,-6697,2309,1699,-5829,-750,-2423,-1040
1,-3539,-6697,2242,1776,-5704,-526,-2432,-1066
1,-3539,-6697,2108,1408,-5597,-556,-2428,-1076
1,-3539,-6697,2022,1385,-5540,-799,-2446,-1087
1,-3539,-6697,2032,1143,-5531,-808,-2460,-1093
1,-3539,-6697,1988,1175,-5291,-826,-2465,-1088
1,-3539,-6697,1882,1235,-5132,-841,-2457,-1094
-974,-3740,-6314,1698,1246,-4932,-832,-2449,-1090
-974,-3740,-6314,1597,1245,-4828,-838,-2427,-1088
-974,-3740,-6314,1591,947,-4489,-811,-2395,-1100
-974,-3740,-6314,1408,898,-4289,-810,-2385,-1075
-974,-3740,-6314,1259,827,-4027,-776,-2361,-1067
-974,-3740,-6314,1132,826,-3667,-744,-2368,-1043
-974,-3740,-6314,1096,760,-3525,-715,-2344,-1026
-974,-3740,-6314,1029,659,-3208,-691,-2324,-1028
-974,-3740,-6314,1055,526,-3030,-664,-2309,-1005
-1844,-3803,-5699,871,421,-2809,-662,-2288,-991
-1844,-3803,-5699,666,362,-2435,-624,-2275,-984
-1844,-3803,-5699,535,365,-2101,-611,-2234,-950
-1844,-3803,-5699,213,263,-1640,-611,-2204,-921
-1844,-3803,-5699,43,283,-1460,-601,-2161,-884
-1844,-3803,-5699,101,383,-1367,-607,-2122,-867
-1844,-3803,-5699,65,465,-1244,-617,-2072,-858
-1844,-3803,-5699,129,549,-870,-637,-1984,-854
-1844,-3803,-5699,9,603,-700,-712,-1900,-848
-2401,-3684,-5000,-129,593,-377,-730,-1799,-856
-2401,-3684,-5000,-326,546,-54,-785,-1709,-856
-2401,-3684,-5000,-515,493,9,-816,-1602,-833
-2401,-3684,-5000,-645,437,186,-808,-1499,-806
-2401,-3684,-5000,-829,390,458,-854,-1388,-776
-2401,-3684,-5000,-965,339,611,-844,-1280,-749
-2401,-3684,-5000,-1086,432,624,-830,-1166,-721
-2401,-3684,-5000,-1270,410,810,-848,-1057,-693
-2401,-3684,-5000,-1341,511,927,-858,-952,-666
-2687,-3548,-4467,-1502,414,1055,-839,-843,-632
-2687,-3548,-4467,-1603,369,1186,-855,-715,-591
-2687,-3548,-4467,-1629,357,1239,-855,-591,-564
-2687,-3548,-4467,-1628,476,1277,-856,-449,-518
-2687,-3548,-4467,-1661,633,1125,-892,-311,-496
-2687,-3548,-4467,-1700,761,1151,-919,-185,-474
-2687,-3548,-4467,-2033,843,1113,-950,-62,-469
-2687,-3548,-4467,-1799,905,967,-932,44,-465
-2687,-3548,-4467,-1970,956,813,-920,140,-457
-2768,-3439,-4145,-1924,1134,638,-899,219,-457
-2768,-3439,-4145,-1882,1174,392,-928,344,-479
-2768,-3439,-4145,-2005,1295,328,-902,344,-469
-2768,-3439,-4145,-2224,1414,370,-896,444,-475
-2768,-3439,-4145,-2274,1470,161,-893,473,-488
-2768,-3439,-4145,-2475,1657,68,-876,554,-496
-2768,-3439,-4145,-2464,1490,-83,-853,568,-492
-2768,-3439,-4145,-2491,1577,-339,-823,578,-517
-2768,-3439,-4145,-2469,1577,-542,-799,606,-535
-2874,-3335,-4119,-2458,1696,-692,-792,612,-551
-2874,-3335,-4119,-2478,1736,-961,-805,637,-569
-2874,-3335,-4119,-2407,1757,-1155,-808,661,-590
-2874,-3335,-4119,-2396,1956,-1178,-798,676,-584
-2874,-3335,-4119,-2459,1747,-1325,-839,697,-598
-2874,-3335,-4119,-2455,1703,-1514,-887,719,-611
-2874,-3335,-4119,-2401,1989,-1432,-921,745,-639
-2874,-3335,-4119,-2223,1517,-1456,-946,736,-644
-2874,-3335,-4119,-2387,1544,-1504,-971,739,-671
-2967,-3137,-4199,-2546,1493,-1621,-1005,740,-688
-2967,-3137,-4199,-2604,1390,-1594,-992,749,-704
-2967,-3137,-4199,-2562,1366,-1462,-998,752,-715
-2967,-3137,-4199,-2530,1252,-1471,-980,757,-725
-2967,-3137,-4199,-2619,1105,-1313,-934,757,-727
-2967,-3137,-4199,-2323,1073,-1218,-910,772,-720
-2967,-3137,-4199,-2539,993,-1148,-842,779,-722
-2967,-3137,-4199,-2463,903,-955,-812,802,-726
-2967,-3137,-4199,-2449,829,-757,-741,842,-720
-2967,-3137,-4199,-2292,804,-643,-705,880,-719
-3100,-2917,-4383,-2238,726,-467,-672,939,-715
-3100,-2917,-4383,-2080,790,-428,-670,1004,-694
-3100,-2917,-4383,-1950,802,-507,-593,1072,-699
-3100,-2917,-4383,-1704,866,-633,-538,1140,-691
-3100,-2917,-4383,-1540,908,-715,-517,1207,-692
-3100,-2917,-4383,-1440,908,-802,-485,1286,-710
-3100,-2917,-4383,-1240,946,-1251,-463,1358,-711
-3100,-2917,-4383,-1103,981,-1104,-454,1416,-729
-3100,-2917,-4383,-993,1059,-1249,-441,1476,-729
-3121,-2710,-4763,-916,1152,-1365,-420,1544,-749
-3121,-2710,-4763,-879,1151,-1524,-407,1592,-771
-3121,-2710,-4763,-895,1139,-1719,-386,1633,-790
-3121,-2710,-4763,-726,1160,-1904,-386,1655,-823
-3121,-2710,-4763,-631,1159,-2014,-371,1695,-831
-3121,-2710,-4763,-528,1094,-2171,-376,1740,-845
-3121,-2710,-4763,-446,1130,-2278,-377,1747,-881
-3121,-2710,-4763,-408,1078,-2331,-362,1768,-900
-3121,-2710,-4763,-332,960,-2459,-344,1792,-937
-3065,-2518,-5309,-262,876,-2606,-331,1808,-944
-3065,-2518,-5309,-183,691,-2724,-290,1807,-965
-3065,-2518,-5309,-82,574,-2762,-241,1823,-985
-3065,-2518,-5309,2,492,-2874,-220,1830,-1001
-3065,-2518,-5309,14,296,-2850,-206,1840,-1011
-3065,-2518,-5309,116,182,-2945,-171,1851,-1013
-3065,-2518,-5309,238,84,-2955,-116,1861,-770
-3065,-2518,-5309,297,-123,-2992,-39,1883,-1019
-3065,-2518,-5309,457,-277,-3141,37,1892,-999
-2739,-2293,-5948,630,-288,-3226,63,1931,-985
-2739,-2293,-5948,811,-281,-3381,111,1944,-970
-2739,-2293,-5948,976,-172,-3504,139,1979,-973
-2739,-2293,-5948,1132,-96,-3633,188,2004,-994
-2739,-2293,-5948,1255,-138,-3777,201,2024,-1000
-2739,-2293,-5948,1351,-156,-3970,237,2046,-1013
-2739,-2293,-5948,1403,-299,-4144,260,2073,-1023
-2739,-2293,-5948,1416,-416,-4226,268,2069,-771
-2739,-2293,-5948,1459,-369,-4399,273,2069,-1020
-2240,-1997,-6590,1496,-366,-4458,309,2071,-1000
-2240,-1997,-6590,1618,-284,-4557,343,2065,-1015
-2240,-1997,-6590,1786,-228,-4732,389,2298,-1021
-2240,-1997,-6590,1861,-335,-4899,428,2016,-1037
-2240,-1997,-6590,1902,-432,-4941,442,1986,-1041
-2240,-1997,-6590,1961,-765,-5004,481,1958,-1049
-2240,-1997,-6590,2050,-778,-5179,483,1938,-1034
-2240,-1997,-6590,1847,-721,-4858,509,1902,-1018
-2240,-1997,-6590,2536,-514,-5187,498,1876,-1047
-1529,-1652,-7090,1892,-696,-5076,469,1838,-1053
-1529,-1652,-7090,2257,-877,-5090,428,1809,-1047
-1529,-1652,-7090,2433,-1103,-5273,407,1788,-1023
-1529,-1652,-7090,2440,-1278,-5289,408,1763,-1002
