xmag,ymag,zmag,xaccel,yaccel,zaccel,xgyro,ygyro,zgyro
1909,-3983,5158,-2689,3479,711,561,708,-564
1909,-3983,5158,-2775,3337,583,553,733,-633
1909,-3983,5158,-2719,3289,485,572,738,-689
1909,-3983,5158,-2718,3282,672,565,770,-758
1909,-3983,5158,-2709,3309,501,528,799,-803
1909,-3983,5158,-2730,3211,451,484,846,-885
1909,-3983,5158,-2776,3140,148,484,868,-938
1957,-3778,5529,-2704,3100,171,456,877,-995
1957,-3778,5529,-2684,3053,-59,473,891,-1047
1957,-3778,5529,-2772,2856,-84,455,899,-1094
1957,-3778,5529,-2739,2751,-165,451,913,-1127
1957,-3778,5529,-2770,2694,-309,470,917,-1147
1957,-3778,5529,-2772,2627,-317,505,933,-1183
1993,-3469,5855,-2765,2533,-544,535,932,-1211
1993,-3469,5855,-2702,2318,-540,506,941,-1234
1993,-3469,5855,-2795,2155,-820,478,942,-1256
1993,-3469,5855,-2707,2005,-1002,470,947,-1263
1993,-3469,5855,-2780,1821,-1210,464,936,-1281
1993,-3469,5855,-2840,1718,-1312,425,917,-1286
1986,-3142,6185,-2799,1637,-1343,393,918,-1284
1986,-3142,6185,-2771,1561,-1488,352,891,-1292
1986,-3142,6185,-2742,1426,-1878,300,872,-1306
1986,-3142,6185,-2767,1347,-2277,272,824,-1305
1986,-3142,6185,-2699,1495,-2619,255,758,-1296
1986,-3142,6185,-2786,1462,-2724,240,681,-1293
1877,-2765,6466,-2779,1585,-2644,222,598,-1332
1877,-2765,6466,-2790,1664,-2614,143,538,-1377
1877,-2765,6466,-2761,1539,-2612,128,484,-1417
1877,-2765,6466,-2798,1518,-2585,127,434,-1462
1877,-2765,6466,-2791,1080,-2485,163,364,-1497
1877,-2765,6466,-2867,919,-2214,151,322,-1523
1877,-2765,6466,-2901,831,-1963,185,295,-1536
1867,-2475,6612,-2925,671,-1791,192,314,-1518
1867,-2475,6612,-2838,566,-1725,156,319,-1554
1867,-2475,6612,-2763,391,-1943,169,344,-1573
1867,-2475,6612,-2710,274,-1984,136,359,-1602
1867,-2475,6612,-2736,248,-1966,111,337,-1632
1867,-2475,6612,-2663,95,-2045,42,340,-1666
1873,-2117,6701,-2680,-124,-1973,31,338,-1670
1873,-2117,6701,-2500,-278,-1949,22,336,-1633
1873,-2117,6701,-2551,-267,-2057,15,367,-1630
1873,-2117,6701,-2568,-348,-2039,-37,359,-1656
1873,-2117,6701,-2464,-572,-2048,-53,368,-1688
1873,-2117,6701,-2434,-650,-1997,-111,369,-1707
1756,-1783,6775,-2351,-765,-2115,-117,390,-1713
1756,-1783,6775,-7056,318,-1251,-126,443,-1559
1756,-1783,6775,-1395,-1154,-999,-135,257,-1776
1756,-1783,6775,-2250,-1204,-3383,-90,336,-1784
1756,-1783,6775,-1931,-2461,-2281,-157,304,-1688
1756,-1783,6775,-2925,-1526,-2715,-98,298,-1697
1622,-1588,6876,-1947,-2089,-2145,-125,272,-1625
1622,-1588,6876,-2798,-3684,-3639,-151,86,-1707
1622,-1588,6876,-2277,-2381,-511,-79,336,-1510
1622,-1588,6876,-1321,-2808,-731,-138,275,-1420
1622,-1588,6876,-1991,-2475,-2871,-139,231,-1339
1622,-1588,6876,-2093,-2327,-2778,-156,243,-1235
1622,-1588,6876,-1943,-2297,-2867,-167,208,-1197
1463,-1358,7015,-2002,-2299,-2605,-222,214,-1160
1463,-1358,7015,-1970,-2310,-2562,-265,239,-1117
1463,-1358,7015,-1966,-2262,-2179,-320,289,-1053
1463,-1358,7015,-1799,-2521,-2148,-325,321,-1021
1463,-1358,7015,-1811,-2557,-2091,-354,386,-971
1463,-1358,7015,-1623,-2457,-2403,-369,456,-909
1263,-1288,7005,-1871,-2391,-1812,-392,491,-877
1263,-1288,7005,-1813,-2599,-2308,-358,546,-823
1263,-1288,7005,-1733,-2717,-2395,-332,578,-766
1263,-1288,7005,-1658,-2686,-2680,-333,614,-689
1263,-1288,7005,-1555,-2735,-2800,-347,656,-636
1263,-1288,7005,-1618,-2738,-2826,-364,680,-587
1019,-1344,7152,-1546,-2794,-3030,-389,681,-532
1019,-1344,7152,-1515,-2823,-3135,-414,694,-458
1019,-1344,7152,-1411,-2697,-3372,-451,693,-384
1019,-1344,7152,-1303,-2649,-3496,-444,682,-333
1019,-1344,7152,-1075,-2515,-3922,-432,687,-286
1019,-1344,7152,-1052,-2514,-3991,-443,631,-205
683,-1439,7246,-990,-2368,-4003,-427,584,-187
683,-1439,7246,-873,-2296,-4255,-398,533,-149
683,-1439,7246,-908,-2246,-4432,-358,467,-109
683,-1439,7246,-721,-2109,-4643,-310,402,-64
683,-1439,7246,-795,-1989,-4693,-266,311,-48
683,-1439,7246,-723,-1797,-4915,-202,210,-43
683,-1439,7246,-542,-1690,-4927,-139,115,-40
394,-1507,7240,-581,-1643,-4720,-77,20,-27
394,-1507,7240,-572,-1650,-4739,-30,-79,-41
394,-1507,7240,-582,-1582,-4675,13,-182,-35
394,-1507,7240,-666,-1784,-4424,28,-245,-39
394,-1507,7240,-621,-1570,-4119,-5,-300,-49
394,-1507,7240,-739,-1667,-3950,-68,-318,-24
449,-1642,7260,-734,-1786,-3511,-134,-318,-31
449,-1642,7260,-874,-1890,-3341,-207,-299,-15
449,-1642,7260,-936,-2020,-3163,-258,-256,29
449,-1642,7260,-1067,-2067,-3073,-326,-213,58
449,-1642,7260,-1026,-2120,-3168,-342,-152,130
449,-1642,7260,-1159,-2219,-3090,-333,-95,182
536,-1756,7260,-1189,-2270,-3029,-341,-52,230
536,-1756,7260,-1166,-2170,-2903,-340,6,265
536,-1756,7260,-1180,-1932,-3126,-286,62,282
536,-1756,7260,-1266,-1714,-3306,-316,137,339
536,-1756,7260,-1251,-1573,-3093,-383,180,331
536,-1756,7260,-1201,-1401,-3434,-428,209,312
396,-1887,7269,-1220,-1240,-3334,-490,258,265
396,-1887,7269,-1159,-1157,-3322,-509,312,259
396,-1887,7269,-1088,-1016,-3314,-572,390,236
396,-1887,7269,-978,-866,-3317,-627,445,205
396,-1887,7269,-772,-751,-3500,-650,491,166
396,-1887,7269,-975,-687,-3533,-685,532,147
396,-1887,7269,-826,-572,-3833,-747,572,105
180,-2155,7237,-556,-466,-3660,-788,592,58
180,-2155,7237,-801,-381,-3694,-771,613,32
180,-2155,7237,-596,-328,-4038,-749,608,47
180,-2155,7237,-517,-207,-3832,-680,628,34
180,-2155,7237,-428,-75,-3911,-647,614,-3
180,-2155,7237,-387,65,-4037,-610,619,-29
-169,-2423,7181,-281,135,-4057,-539,603,-39
-169,-2423,7181,-389,133,-4269,-473,572,-60
-169,-2423,7181,-108,186,-4170,-350,543,-80
-169,-2423,7181,-312,214,-4510,-287,502,-116
-169,-2423,7181,-145,97,-4232,-227,464,-85
-169,-2423,7181,57,-9,-4478,-178,458,-122
-393,-2557,7080,32,-105,-4144,-139,396,-151
-393,-2557,7080,-83,-213,-4106,-85,390,-168
-393,-2557,7080,42,-166,-4524,-65,415,-180
-393,-2557,7080,-44,-150,-4242,-98,323,-134
-393,-2557,7080,460,-495,-4159,-71,308,-141
-393,-2557,7080,-1821,-2261,-2693,-82,474,-396
-595,-2612,7073,1289,-1079,-2783,-20,480,-248
-595,-2612,7073,278,-578,-3368,-69,194,-173
-595,-2612,7073,422,-576,-4107,-30,236,-158
-595,-2612,7073,381,-221,-4147,-12,244,-89
-595,-2612,7073,363,-183,-3599,44,201,-68
-595,-2612,7073,517,-157,-3467,115,217,-55
-595,-2612,7073,550,-34,-3646,182,203,-59
-731,-2640,7029,681,39,-3807,235,186,-56
-731,-2640,7029,677,175,-4091,314,164,-55
-731,-2640,7029,584,309,-3993,395,111,-65
-731,-2640,7029,699,171,-4269,439,73,-73
-731,-2640,7029,931,213,-4418,463,-2,-104
-731,-2640,7029,904,232,-4697,519,-66,-132
-811,-2499,7039,972,132,-5042,602,-159,-136
-811,-2499,7039,969,-57,-5332,691,-288,-109
-811,-2499,7039,984,-138,-5605,788,-423,-94
-811,-2499,7039,1021,-338,-5644,860,-587,-83
-811,-2499,7039,1045,-535,-5762,884,-726,-53
-811,-2499,7039,1019,-733,-5610,873,-892,-42
-717,-2220,7135,1017,-915,-5320,895,-1026,-9
-717,-2220,7135,843,-1040,-5179,889,-1144,29
-717,-2220,7135,855,-1173,-4944,885,-1248,68
-717,-2220,7135,739,-1355,-4710,800,-1320,128
-717,-2220,7135,689,-1569,-4672,743,-1388,171
-717,-2220,7135,688,-1769,-4546,712,-1459,222
-270,-1971,7256,22,-2118,-4573,674,-1517,306
-270,-1971,7256,400,-1790,-4067,625,-1581,354
-270,-1971,7256,314,-1662,-3981,571,-1616,413
-270,-1971,7256,64,-2078,-4215,516,-1634,507
-270,-1971,7256,-167,-2219,-3878,765,-1661,580
-270,-1971,7256,-288,-1728,-3857,506,-1691,607
-270,-1971,7256,-319,-1527,-3738,467,-1709,633
324,-1796,7318,-467,-1253,-3491,434,-1706,622
324,-1796,7318,-566,-1074,-3298,397,-1699,613
324,-1796,7318,-741,-965,-3185,319,-1665,584
324,-1796,7318,-893,-791,-3073,268,-1644,513
324,-1796,7318,-948,-869,-2967,228,-1610,443
324,-1796,7318,-1078,-1062,-3168,209,-1587,406
982,-1760,7142,-1356,-1244,-3330,215,-1594,402
982,-1760,7142,-1604,-1452,-3408,255,-1642,416
982,-1760,7142,-1728,-1520,-3645,286,-1688,429
982,-1760,7142,-2031,-1505,-3202,257,-1735,458
982,-1760,7142,-1912,-972,-3389,202,-1755,454
982,-1760,7142,-2023,-1961,-2347,212,-1745,466
1522,-1786,6908,-2030,-1470,-2108,202,-1714,465
1522,-1786,6908,-2523,-1581,-2277,172,-1700,503
1522,-1786,6908,-2415,-1619,-1486,187,-1671,553
1522,-1786,6908,-2557,-1564,-1673,195,-1619,600
1522,-1786,6908,-2949,-1553,-1032,178,-1547,642
1522,-1786,6908,-2818,-1482,-1894,169,-1432,707
2028,-1923,6567,-1828,-1438,-568,107,-1291,814
2028,-1923,6567,-4113,-1599,-2039,114,-1379,846
2028,-1923,6567,-3347,-1771,-1634,112,-1361,860
2028,-1923,6567,-2902,-1558,-1077,140,-1288,934
2028,-1923,6567,-3378,-1208,-1273,128,-1231,997
2028,-1923,6567,-3373,-1103,-1055,142,-1214,1035
2028,-1923,6567,-3309,-846,-1363,138,-1201,1072
2353,-2162,6219,-3437,-849,-1249,145,-1183,1094
2353,-2162,6219,-3436,-632,-1112,136,-1153,1138
2353,-2162,6219,-3526,-268,-1120,150,-1139,1158
2353,-2162,6219,-3594,-354,-1042,159,-1125,1183
2353,-2162,6219,-3518,-182,-1007,171,-1114,1189
2353,-2162,6219,-3519,-21,-902,173,-1083,1211
2545,-2521,5969,-3621,155,-839,203,-1089,1242
2545,-2521,5969,-3588,327,-885,191,-1079,1228
2545,-2521,5969,-3466,224,-379,140,-1097,1253
2545,-2521,5969,-3084,534,-1216,191,-1002,1183
2545,-2521,5969,17668,-2326,-12982,341,-333,1585
2545,-2521,5969,-69,4278,-5324,164,-539,2222
2580,-2871,5710,-4941,943,3896,179,-477,1701
2580,-2871,5710,-2154,3240,-1613,86,-943,1067
2580,-2871,5710,-5693,1705,1951,84,-973,974
2580,-2871,5710,-2495,2269,178,60,-844,938
2580,-2871,5710,-3590,1560,680,57,-733,908
2580,-2871,5710,-3729,1583,837,30,-656,976
2508,-3213,5504,-4109,1767,741,81,-562,941
2508,-3213,5504,-3597,1856,820,86,-482,877
2508,-3213,5504,-3893,1876,893,147,-389,846
2508,-3213,5504,-3792,1814,772,185,-304,808
2508,-3213,5504,-3921,1833,832,223,-208,792
2508,-3213,5504,-3817,1803,681,271,-151,787
2508,-3213,5504,-3999,1775,717,309,-76,783
2366,-3392,5461,-3783,1845,697,340,-16,777
2366,-3392,5461,-3707,1871,571,388,62,771
2366,-3392,5461,-3421,1956,446,404,115,762
2366,-3392,5461,-3758,1900,191,437,173,774
2366,-3392,5461,-3457,1939,16,453,214,820
2366,-3392,5461,-3440,2000,-96,476,238,818
2090,-3574,5568,-3396,2020,-255,473,272,823
2090,-3574,5568,-3392,2040,-452,500,284,830
2090,-3574,5568,-3253,2087,-612,543,283,833
2090,-3574,5568,-3249,2141,-724,536,304,851
2090,-3574,5568,-3235,2195,-881,548,280,864
2090,-3574,5568,-3021,2222,-940,610,268,876
1760,-3687,5795,-2945,2402,-1130,631,261,881
1760,-3687,5795,-2861,2441,-1081,651,246,880
1760,-3687,5795,-2851,2637,-1195,638,248,907
1760,-3687,5795,-2881,2683,-1158,624,244,922
1760,-3687,5795,-2713,2643,-1185,627,511,933
1760,-3687,5795,-2710,2710,-1176,663,241,909
1379,-3746,6034,-2596,2836,-1181,674,238,890
1379,-3746,6034,-2602,2828,-1262,704,247,879
1379,-3746,6034,-2498,3020,-1246,701,262,859
1379,-3746,6034,-2462,3118,-1179,671,285,870
1379,-3746,6034,-2345,3205,-1132,674,296,827
1379,-3746,6034,-2352,3264,-916,704,350,797
1379,-3746,6034,-2438,3358,-1000,700,417,771
998,-3689,6292,-2500,3246,-905,687,443,738
998,-3689,6292,-2271,3748,-819,703,506,679
998,-3689,6292,-2139,3803,-869,697,565,605
998,-3689,6292,-2121,3917,-945,657,638,530
998,-3689,6292,-2025,3887,-1272,669,703,474
998,-3689,6292,-1913,3789,-1125,684,759,398
614,-3545,6539,-1789,3715,-1423,699,808,336
614,-3545,6539,-1762,3718,-1294,731,852,281
614,-3545,6539,-1761,3349,-1583,745,898,242
614,-3545,6539,-1987,4203,-1364,711,886,220
614,-3545,6539,-1413,3189,-1751,782,930,173
614,-3545,6539,-1498,3258,-2318,781,981,15
173,-3353,6726,-1262,3360,-1880,795,962,-44
173,-3353,6726,-1259,11898,-10753,897,864,-863
173,-3353,6726,-2571,4191,-3620,804,1736,334
173,-3353,6726,1004,1344,-1325,884,999,22
173,-3353,6726,-379,2467,-3061,740,1174,-28
173,-3353,6726,-197,2701,-4666,687,960,-60
-252,-3030,6841,-363,2431,-3572,688,913,-111
-252,-3030,6841,-533,2203,-3134,662,952,-193
-252,-3030,6841,-466,2072,-3089,635,899,-196
-252,-3030,6841,-390,2122,-3642,595,842,-195
-252,-3030,6841,-406,2216,-4050,573,772,-210
-252,-3030,6841,-345,2193,-3963,513,692,-228
-252,-3030,6841,-122,2220,-4317,456,619,-221
-596,-2822,6916,-73,2219,-4357,356,505,-240
-596,-2822,6916,63,2249,-5063,214,377,-278
-596,-2822,6916,-108,2203,-5229,130,244,-301
-596,-2822,6916,41,2235,-5279,68,90,-340
-596,-2822,6916,19,2119,-5138,4,-62,-337
-596,-2822,6916,142,2038,-4948,-2,-215,-360
-733,-2782,6930,256,1848,-4890,-37,-351,-391
-733,-2782,6930,67,2049,-4601,-43,-476,-420
-733,-2782,6930,98,2078,-4439,-116,-593,-440
-733,-2782,6930,-13,2059,-4293,-156,-694,-454
-733,-2782,6930,11,2113,-4203,-205,-799,-496
-733,-2782,6930,-84,2212,-4175,-300,-878,-543
-448,-2942,6928,-115,2539,-3954,-380,-983,-586
-448,-2942,6928,-160,2334,-3896,-434,-1075,-647
-448,-2942,6928,-62,2373,-3696,-491,-1152,-701
-448,-2942,6928,-180,2524,-3691,-554,-1230,-723
-448,-2942,6928,-129,2599,-3546,-616,-1315,-786
-448,-2942,6928,-276,2764,-3526,-651,-1386,-880
46,-3126,6848,-462,2800,-3537,-728,-1466,-974
46,-3126,6848,-463,2795,-3431,-721,-1548,-1071
46,-3126,6848,-607,2682,-3164,-764,-1637,-1158
46,-3126,6848,-682,2592,-3164,-782,-1715,-1246
46,-3126,6848,-623,2489,-3086,-792,-1799,-1059
46,-3126,6848,-705,2399,-2821,-792,-1853,-1350
46,-3126,6848,-724,2318,-2645,-798,-1911,-1391
852,-3397,6542,-902,2282,-2413,-776,-1987,-1452
852,-3397,6542,-1026,2022,-2272,-812,-2052,-1520
852,-3397,6542,-981,1858,-1999,-823,-2099,-1573
852,-3397,6542,-1127,1651,-1700,-851,-2133,-1610
852,-3397,6542,-1218,1488,-1452,-848,-2171,-1620
852,-3397,6542,-1267,1419,-1249,-823,-2188,-1619
1816,-3473,6010,-1278,1446,-619,-890,-2443,-1620
1816,-3473,6010,-1002,1058,-602,-801,-2279,-1670
1816,-3473,6010,-1571,442,-1230,-709,-2260,-1637
1816,-3473,6010,-1473,979,449,-655,-2273,-1583
1816,-3473,6010,-1480,392,405,-608,-2237,-1518
1816,-3473,6010,-1495,241,-833,-565,-2198,-1472
2610,-3231,5242,-1494,406,1094,-571,-2236,-1413
2610,-3231,5242,-1925,217,935,-571,-2169,-1418
2610,-3231,5242,-2194,10,1457,-595,-2167,-1398
2610,-3231,5242,-2264,-66,1670,-539,-2121,-1373
2610,-3231,5242,-2333,-303,1764,-526,-2074,-1304
2610,-3231,5242,-2592,-336,1284,-428,-2290,-1241
2610,-3231,5242,-2339,193,1033,-369,-1886,-1153
3035,-2842,4549,-2518,-760,2675,-304,-2037,-1042
3035,-2842,4549,-2433,-651,1634,-274,-1991,-975
3035,-2842,4549,-2487,-641,2096,-256,-1975,-896
3035,-2842,4549,-2417,-747,2382,-250,-1966,-814
3035,-2842,4549,-2264,-922,2527,-246,-1961,-753
3035,-2842,4549,-2504,-894,2563,-271,-1948,-706
3161,-2520,3779,-2520,-888,2886,-237,-1940,-631
3161,-2520,3779,-2211,-991,3379,-166,-1928,-544
3161,-2520,3779,-2578,-886,3180,-152,-1893,-467
3161,-2520,3779,-2526,-940,3839,-109,-1855,-391
3161,-2520,3779,-2649,-882,3979,-87,-1803,-339
3161,-2520,3779,-2084,-1016,3977,-88,-1798,-506
3049,-2352,3108,-1434,162,2980,36,-1585,-127
3049,-2352,3108,256,-1840,1520,257,-1402,-119
3049,-2352,3108,-274,-4522,1075,-82,-1685,260
3049,-2352,3108,8767,2710,-4139,64,-1265,-1159
3049,-2352,3108,-9803,-1675,-3136,-298,-1047,-1260
3049,-2352,3108,-4564,-836,3117,119,-1173,749
2794,-2328,2669,-2072,-904,4299,65,-1231,527
2794,-2328,2669,-2312,-488,4258,110,-974,417
2794,-2328,2669,-2609,-685,5117,53,-905,291
2794,-2328,2669,-2602,-352,5051,1,-834,241
2794,-2328,2669,-3277,-331,5323,-56,-775,195
2794,-2328,2669,-3210,-352,4619,-75,-696,108
2794,-2328,2669,-1485,-397,2594,-73,-753,-10
2603,-2409,2397,-3516,-152,4416,-76,-545,54
2603,-2409,2397,-2855,279,4828,-99,-561,55
2603,-2409,2397,-2964,255,4530,-60,-417,50
2603,-2409,2397,-3067,460,4441,-85,-411,28
2603,-2409,2397,-2821,397,4703,-123,-397,0
2603,-2409,2397,-2644,402,4566,-113,-369,229
2512,-2436,2256,-2855,466,4598,-110,-328,-37
2512,-2436,2256,-2572,335,4678,-100,-289,-89
2512,-2436,2256,-2979,349,4710,-128,-249,-140
2512,-2436,2256,-2705,221,4860,-132,-199,-165
2512,-2436,2256,-2621,249,4849,-123,-131,-174
2512,-2436,2256,-2756,342,4693,-118,-55,-191
2496,-2406,2225,-2649,403,4608,-134,2,-226
2496,-2406,2225,-2467,657,4510,-159,56,-269
2496,-2406,2225,-2316,882,4337,-189,110,-319
2496,-2406,2225,-2020,1254,4098,-203,142,-381
2496,-2406,2225,-1960,1504,4054,-214,151,-413
2496,-2406,2225,-1882,1768,3941,-162,158,-495
2539,-2274,2271,-1709,1839,3946,-119,168,-608
2539,-2274,2271,-1695,1827,3932,-126,153,-725
2539,-2274,2271,-1604,1771,3733,-119,139,-832
2539,-2274,2271,-1454,1632,4071,-79,132,-925
2539,-2274,2271,-1455,1543,4047,-42,146,-988
2539,-2274,2271,-1414,1368,4254,-15,181,-1067
2539,-2274,2271,-1495,1183,3912,-35,195,-1135
