xmag,ymag,zmag,xaccel,yaccel,zaccel,xgyro,ygyro,zgyro
1308,-607,7175,2194,392,-3855,-105,-121,-2329
1051,-326,7178,2244,388,-4148,-121,-121,-2338
1051,-326,7178,2324,412,-4177,-118,-127,-2357
1051,-326,7178,2299,519,-4275,-130,-140,-2367
1051,-326,7178,2300,544,-4129,-135,-140,-2394
1051,-326,7178,2313,643,-4261,-147,-154,-2417
1051,-326,7178,2377,721,-4234,-121,-155,-2441
1051,-326,7178,2440,777,-4310,-93,-164,-2474
1051,-326,7178,2490,949,-4224,-99,-158,-2498
1051,-326,7178,2319,984,-4175,-72,-164,-2549
650,-134,7205,2622,994,-4059,-55,-160,-2571
650,-134,7205,2672,983,-4039,-14,-158,-2612
650,-134,7205,2750,942,-4079,26,-151,-2641
650,-134,7205,2769,863,-4108,40,-157,-2658
650,-134,7205,2756,782,-4146,57,-132,-2658
650,-134,7205,2706,732,-4124,50,-148,-2665
650,-134,7205,2666,746,-4170,45,-144,-2656
650,-134,7205,2675,983,-4228,16,-139,-2674
650,-134,7205,2652,829,-4197,30,-163,-2691
186,-35,7230,2658,800,-4201,2,-160,-2685
186,-35,7230,2650,761,-4100,23,-146,-2693
186,-35,7230,2674,719,-4183,3,-147,-2691
186,-35,7230,2723,561,-4265,-1,-142,-2699
186,-35,7230,2741,385,-4304,-3,-136,-2681
186,-35,7230,2744,336,-4353,-36,-135,-2667
186,-35,7230,2674,366,-4463,-35,-131,-2637
186,-35,7230,2708,-20,-4516,-31,-127,-2593
186,-35,7230,2553,-85,-4621,-42,-129,-2566
-311,-8,7251,2517,-353,-4691,-45,-134,-2529
-311,-8,7251,2405,-437,-4696,-77,-145,-2481
-311,-8,7251,2279,-393,-4776,-129,-154,-2418
-311,-8,7251,2118,-292,-4632,-161,-186,-2361
-311,-8,7251,2037,-15,-4576,-188,-203,-2361
-311,-8,7251,2038,332,-4418,-233,-215,-2352
-311,-8,7251,2085,625,-4212,-262,-236,-2371
-311,-8,7251,2206,798,-4024,-10,-229,-2378
-311,-8,7251,2272,724,-3862,-214,-209,-2391
-669,-196,7364,2352,620,-3729,-158,-186,-2383
-669,-196,7364,2111,461,-3624,-168,-156,-2385
-669,-196,7364,2047,453,-3606,-144,-139,-2380
-669,-196,7364,2093,544,-3761,-102,-122,-2385
-669,-196,7364,2029,645,-3729,-110,-115,-2399
-669,-196,7364,2064,714,-3686,-107,-117,-2414
-669,-196,7364,2192,750,-3856,-120,-114,-2432
-669,-196,7364,2258,680,-3915,-120,-115,-2448
-669,-196,7364,2377,661,-3960,-149,-120,-2458
-669,-474,7374,2434,488,-3951,-177,-126,-2468
-994,-474,7374,2432,472,-3886,-182,-119,-2476
-994,-474,7374,2503,337,-4033,-184,-113,-2482
-994,-474,7374,2557,179,-4073,-193,-107,-2479
-994,-474,7374,2565,69,-4039,-210,-85,-2465
-994,-474,7374,2442,-30,-3924,-211,-80,-2454
-994,-474,7374,2536,-114,-4292,-217,-71,-2401
-994,-474,7374,2225,-127,-3994,-223,-63,-2371
-994,-474,7374,2272,-238,-4259,-213,-56,-2366
-994,-474,7374,2208,-118,-4268,-224,-51,-2373
-1187,-869,7369,2248,-22,-4122,-204,-66,-2355
-1187,-869,7369,2204,190,-4334,-217,-61,-2373
-1187,-869,7369,2375,351,-4372,-205,-67,-2383
-1187,-869,7369,2461,547,-4258,-187,-79,-2398
-1187,-869,7369,2554,570,-4308,-135,-64,-2416
-1187,-869,7369,2645,704,-4256,-125,-67,-2442
-1187,-869,7369,2722,782,-4268,-65,-73,-2480
-1187,-869,7369,2777,760,-4378,-40,-65,-2501
-1187,-869,7369,2763,694,-4318,-27,-63,-2528
-1284,-1327,7389,2748,526,-4319,0,-61,-2561
-1284,-1327,7389,2694,428,-4329,25,-68,-2582
-1284,-1327,7389,2751,429,-4365,17,-75,-2601
-1284,-1327,7389,2841,495,-4366,-12,-86,-2617
-1284,-1327,7389,2667,497,-4308,-23,-85,-2626
-1284,-1327,7389,2766,462,-4289,-49,-89,-2656
-1284,-1327,7389,2724,440,-4317,-82,-105,-2665
-1284,-1327,7389,2768,356,-4294,-102,-114,-2657
-1284,-1327,7389,2804,266,-4269,-105,-108,-2647
-1259,-1728,7388,2760,162,-4256,-131,-101,-2660
-1259,-1728,7388,2722,2,-4220,-92,-114,-2638
-1259,-1728,7388,2688,-162,-4245,-110,-73,-2644
-1259,-1728,7388,2665,-247,-4168,-103,-60,-2621
-1259,-1728,7388,2669,-301,-4268,-95,-32,-2596
-1259,-1728,7388,2665,-479,-4165,-94,0,-2570
-1259,-1728,7388,2544,-608,-4432,-109,26,-2526
-1259,-1728,7388,2435,-667,-4502,-154,54,-2493
-1259,-1728,7388,2299,-827,-4743,-164,78,-2467
-1134,-2205,7362,2110,-974,-4854,-199,92,-2412
-1134,-2205,7362,2287,-1000,-5027,-238,96,-2360
-1134,-2205,7362,2018,-964,-5259,-274,72,-2320
-1134,-2205,7362,2015,-869,-5350,-311,54,-2269
-1134,-2205,7362,2030,-728,-5334,-335,26,-2223
-1134,-2205,7362,2029,-559,-5476,-331,-29,-2186
-1134,-2205,7362,2066,-442,-5427,-314,-62,-2122
-1134,-2205,7362,2117,-223,-5451,-265,-122,-2081
-1134,-2205,7362,2153,-181,-5286,-243,-161,-2069
-887,-2645,7295,2191,-195,-4920,-223,-213,-2055
-887,-2645,7295,2060,-132,-5040,-208,-240,-2032
-887,-2645,7295,1913,-313,-4860,-187,-276,-2010
-887,-2645,7295,1730,-556,-4733,-186,-283,-1965
-887,-2645,7295,1526,-798,-4577,-188,-294,-1923
-887,-2645,7295,1361,-1083,-4618,-138,-298,-1864
-887,-2645,7295,1242,-1349,-4609,-116,-301,-1793
-887,-2645,7295,1130,-1570,-4713,-112,-311,-1709
-887,-2645,7295,983,-1841,-4682,-98,-324,-1605
-549,-2851,7283,816,-2016,-4929,-79,-357,-1514
-549,-2851,7283,655,-2125,-4866,-67,-394,-1431
-549,-2851,7283,514,-2210,-4871,-34,-429,-1333
-549,-2851,7283,424,-2290,-4749,-9,-453,-1211
-549,-2851,7283,18,-1972,-4658,4,-488,-1103
-549,-2851,7283,532,-2238,-4865,-43,-521,-1003
-549,-2851,7283,714,-2036,-4836,-23,-547,-903
-549,-2851,7283,520,-2094,-4625,-81,-553,-823
-549,-2851,7283,460,-2042,-4588,-95,-561,-730
-207,-2958,7303,333,-1905,-4714,-73,-565,-646
-207,-2958,7303,274,-1612,-5083,-80,-578,-576
-207,-2958,7303,228,-1160,-5016,-95,-598,-527
-207,-2958,7303,120,-982,-5120,-128,-631,-518
-207,-2958,7303,64,-782,-5231,-183,-666,-508
-207,-2958,7303,247,-582,-5328,-192,-715,-501
-207,-2958,7303,20,-625,-5475,-183,-765,-489
-207,-2958,7303,28,-509,-5417,-183,-821,-488
-207,-2958,7303,61,-413,-5514,-150,-875,-477
112,-3011,7223,44,-362,-5447,-103,-931,-447
112,-3011,7223,63,-341,-5346,-56,-1000,-441
112,-3011,7223,-1,-451,-5188,-27,-1034,-420
112,-3011,7223,-151,-613,-5006,10,-1084,-390
112,-3011,7223,-243,-775,-4831,13,-1114,-348
112,-3011,7223,-318,-810,-4664,37,-1121,-306
112,-3011,7223,-354,-524,-4544,34,-1131,-270
112,-3011,7223,-457,-623,-4559,43,-1139,-237
112,-3011,7223,-516,-574,-4503,79,-1151,-215
533,-3046,7171,-564,-260,-4416,76,-1183,-220
533,-3046,7171,-612,-397,-4367,51,-1201,-210
533,-3046,7171,-680,-311,-4253,78,-1211,-199
533,-3046,7171,-694,-249,-3946,76,-1229,-185
533,-3046,7171,-728,-155,-3864,79,-1231,-192
533,-3046,7171,-791,-109,-3723,61,-1224,-190
533,-3046,7171,-865,-133,-3491,87,-1224,-199
533,-3046,7171,-935,-93,-3313,77,-1205,-201
533,-3046,7171,-820,-300,-2464,87,-1191,-189
956,-3049,7079,-1404,-172,-2794,84,-1142,-204
956,-3049,7079,-1451,115,-2716,107,-1095,-188
956,-3049,7079,-1470,-20,-2730,142,-1033,-190
956,-3049,7079,-1526,82,-2517,193,-976,-212
956,-3049,7079,-1626,-250,-2540,203,-928,-174
956,-3049,7079,-1555,-175,-2585,219,-874,-171
956,-3049,7079,-1829,-287,-2608,263,-817,-167
956,-3049,7079,-1707,-391,-2795,260,-1020,-155
956,-3049,7079,-1746,-252,-2762,292,-724,-146
1268,-2994,6988,-1737,-289,-2461,288,-716,-123
1268,-2994,6988,-1834,-300,-2099,282,-646,-108
1268,-2994,6988,-1789,-359,-2440,226,-623,-114
1268,-2994,6988,-2454,-292,-2157,230,-590,-125
1268,-2994,6988,-2382,-76,-1433,210,-547,-121
1268,-2994,6988,-2310,130,-1899,193,-500,-158
1268,-2994,6988,-1756,66,-1910,168,-444,-187
1268,-2994,6988,-2539,253,-970,148,-386,-225
1268,-2994,6988,-1829,519,-833,155,-318,-244
1268,-2994,6961,-1911,-35,-909,138,-287,-262
1445,-2915,6961,-1469,247,-785,116,-230,-248
1445,-2915,6961,-2356,-72,-2173,155,-79,-258
1445,-2915,6961,-1475,-279,-2807,155,-140,-294
1445,-2915,6961,-1442,1004,-1551,169,-254,-219
1445,-2915,6961,-2811,1445,-1816,118,104,-224
1445,-2915,6961,-1772,-308,889,120,124,-224
1445,-2915,6961,-1834,142,-16,34,434,-227
1445,-2915,6961,-2828,-788,-2671,47,396,-244
1445,-2915,6961,-1593,1121,-66,-108,425,-344
1361,-2780,6956,-1772,-744,448,-179,497,-375
1361,-2780,6956,-2710,2019,-3858,-134,699,-433
1361,-2780,6956,-2960,562,966,-125,676,-438
1361,-2780,6956,6867,-900,5498,-45,851,-469
1361,-2780,6956,631,-651,-733,-265,917,-495
1361,-2780,6956,-986,-1190,-574,-351,962,-495
1361,-2780,6956,-617,-237,-1410,-341,1035,-445
1361,-2780,6956,-1900,520,-1311,-280,1097,-482
1361,-2780,6956,529,-489,-1834,-263,1059,-497
1161,-2861,7069,-117,949,-5127,-330,989,-487
1161,-2861,7069,-1969,717,-3584,-311,989,-485
1161,-2861,7069,-1085,573,-3312,-302,972,-516
1161,-2861,7069,-1223,243,-2855,-285,934,-546
1161,-2861,7069,-1285,355,-3366,-301,905,-576
1161,-2861,7069,-1114,286,-3202,-285,884,-591
1161,-2861,7069,-1080,410,-3338,-226,909,-597
1161,-2861,7069,-1013,455,-3221,-191,915,-608
1161,-2861,7069,-893,571,-3462,-146,903,-635
834,-2908,7184,-880,729,-3632,-124,882,-659
834,-2908,7184,-910,712,-3552,-78,881,-685
834,-2908,7184,-891,571,-3539,-95,858,-699
834,-2908,7184,-886,318,-3505,-98,856,-712
834,-2908,7184,-896,190,-3510,-65,860,-684
834,-2908,7184,-786,288,-3613,-37,848,-700
834,-2908,7184,-721,521,-3749,-41,844,-697
834,-2908,7184,-603,755,-3790,-23,849,-734
834,-2908,7184,-520,714,-3884,-32,835,-754
572,-2919,7244,-328,932,-4280,-64,801,-773
572,-2919,7244,-223,959,-4396,-97,762,-803
572,-2919,7244,-229,955,-4549,-160,744,-819
572,-2919,7244,-202,980,-4633,-188,716,-842
572,-2919,7244,-78,948,-4834,-234,700,-864
572,-2919,7244,21,1147,-4900,-21,678,-900
572,-2919,7244,32,1363,-5065,-235,659,-938
572,-2919,7244,-67,1513,-5183,-226,645,-972
572,-2919,7244,-89,1557,-5319,-166,635,-1009
409,-2958,7232,-74,1502,-5500,-114,599,-1043
409,-2958,7232,-36,1394,-5494,-88,568,-1063
409,-2958,7232,-92,1350,-5554,-56,552,-1096
409,-2958,7232,-15,1385,-5581,-8,260,-1121
409,-2958,7232,74,1450,-5577,45,483,-1147
409,-2958,7232,209,1465,-5476,70,454,-1178
409,-2958,7232,395,1549,-5393,136,433,-1208
409,-2958,7232,417,1561,-5388,137,417,-1259
409,-2958,7232,426,1574,-5265,109,393,-1324
362,-2899,7262,386,1542,-4955,78,388,-1366
362,-2899,7262,463,1573,-4941,28,380,-1441
362,-2899,7262,463,1657,-4727,-15,373,-1494
362,-2899,7262,545,1731,-4614,-13,371,-1564
362,-2899,7262,615,1587,-4412,5,372,-1618
362,-2899,7262,813,1401,-4521,53,386,-1666
362,-2899,7262,878,1216,-4391,85,399,-1692
362,-2899,7262,890,1154,-4372,99,409,-1715
362,-2899,7262,1073,779,-4172,107,421,-1754
449,-2783,7262,1266,958,-4120,89,430,-1756
449,-2783,7262,1449,1018,-4065,125,460,-1774
449,-2783,7262,1344,1074,-3709,180,480,-1793
449,-2783,7262,1470,869,-3754,218,515,-1808
449,-2783,7262,1317,655,-3834,250,539,-1842
449,-2783,7262,1441,598,-4098,233,559,-1863
449,-2783,7262,1628,648,-4456,208,557,-1891
449,-2783,7262,1696,797,-4737,174,539,-1927
449,-2783,7262,1827,842,-5121,145,498,-1946
469,-2710,7364,1871,920,-5298,115,436,-1986
469,-2710,7364,1943,967,-5448,148,384,-2010
469,-2710,7364,2102,880,-5644,204,314,-2031
469,-2710,7364,2337,787,-5868,257,245,-1799
469,-2710,7364,2382,570,-6047,284,154,-2041
469,-2710,7364,2512,464,-6167,239,49,-2049
469,-2710,7364,2581,641,-6119,240,-36,-2060
469,-2710,7364,2535,945,-6196,232,-162,-2080
469,-2710,7364,2459,1065,-6032,223,-233,-2130
644,-2501,7363,2600,954,-6088,240,-309,-2175
644,-2501,7363,2626,850,-5921,271,-383,-2200
644,-2501,7363,2592,662,-5875,316,-464,-2241
644,-2501,7363,2547,441,-5668,355,-521,-2251
644,-2501,7363,2492,266,-5606,335,-575,-2275
644,-2501,7363,2518,630,-5427,308,-626,-2321
644,-2501,7363,2586,732,-5182,273,-677,-2368
644,-2501,7363,2655,756,-5058,489,-705,-2411
644,-2501,7363,2754,798,-4898,239,-731,-2446
1065,-2238,7334,2812,965,-4815,214,-746,-2495
1065,-2238,7334,2859,1039,-4692,223,-759,-2533
1065,-2238,7334,2870,991,-4368,232,-760,-2590
1065,-2238,7334,2904,918,-4284,221,-748,-2635
1065,-2238,7334,2985,743,-3904,217,-734,-2668
1065,-2238,7334,3025,513,-3868,230,-707,-2700
1065,-2238,7334,2821,314,-3625,243,-672,-2710
1065,-2238,7334,3002,182,-3675,255,-630,-2718
1065,-2238,7334,2926,194,-3578,252,-581,-2708
1476,-1795,7231,2947,311,-3516,240,-557,-2719
1476,-1795,7231,2935,425,-3472,183,-520,-2743
1476,-1795,7231,2916,468,-3547,114,-504,-2786
1476,-1795,7231,2983,515,-3632,40,-471,-2822
1476,-1795,7231,3167,437,-3563,-43,-467,-2854
1476,-1795,7231,3240,462,-3770,-95,-435,-2874
1476,-1795,7231,3267,375,-3811,-101,-430,-2906
1476,-1795,7231,3440,182,-3704,-141,-401,-2923
1476,-1795,7231,3527,291,-3820,-152,-402,-2932
1476,-1795,6975,3333,103,-3302,-159,-372,-2947
1631,-1327,7147,3298,102,-3583,-188,-348,-2943
1631,-1327,7147,3406,124,-3542,-204,-333,-2950
1631,-1327,7147,3391,74,-3385,-184,-294,-2950
1631,-1327,7147,3305,17,-3507,-219,-286,-2936
1631,-1327,7147,3464,2,-3718,-198,-257,-2925
1631,-1327,7147,3404,253,-3750,-171,-233,-2920
1631,-1327,7147,3158,202,-3377,-177,-236,-2931
1631,-1327,7147,2992,-146,-3381,-216,-199,-2935
1631,-1327,7147,3138,380,-3857,-201,-198,-2928
1491,-848,7151,3198,336,-3745,-201,-203,-2937
1491,-848,7151,2988,404,-3486,-236,-171,-2926
1491,-848,7151,3190,532,-3714,-223,-145,-2940
1491,-848,7151,3092,744,-3382,-227,-139,-2965
1491,-848,7151,3205,1023,-3743,-252,-98,-2994
1491,-848,7151,3344,626,-3553,-267,-64,-3017
1491,-848,7151,3913,333,-3805,-236,-5,-3037
1491,-848,7151,3719,331,-4163,-200,-5,-3031
1491,-848,7151,3501,-224,-3503,-148,34,-3033
1240,-493,7176,3495,-146,-4065,-124,91,-2988
1240,-493,7176,3802,-670,-3926,-128,97,-2931
1240,-493,7176,3126,-410,-2992,-43,143,-2887
1240,-493,7176,3342,-70,-3369,-16,118,-2860
1240,-493,7176,2170,-426,-4146,62,162,-2790
1240,-493,7176,2538,-320,-4453,91,125,-2762
1240,-493,7176,3335,-103,-3828,-12,121,-2749
1240,-493,7176,2702,334,-4415,-246,64,-2699
1240,-493,7176,2646,-95,-4045,-20,98,-2673
685,-203,7207,2422,-142,-4696,-19,88,-2665
685,-203,7207,3447,925,-5284,-64,13,-2693
685,-203,7207,3643,1271,-2544,-33,24,-2713
685,-203,7207,3108,759,-2525,-23,-3,-2737
685,-203,7207,2641,-21,-3385,-28,-8,-2727
685,-203,7207,2538,132,-6539,93,46,-2726
685,-203,7207,2597,-857,-2285,83,-50,-2663
685,-203,7207,1394,878,-3356,131,-16,-2554
685,-203,7207,4161,-285,-5199,212,-49,-2532
153,13,7241,1662,130,-2895,228,-45,-2499
153,13,7241,1975,39,-4852,242,-4,-2497
153,13,7241,2145,-9,-4306,217,-57,-2491
153,13,7241,2959,463,-3985,151,-37,-2491
153,13,7241,2647,487,-3977,86,-36,-2491
153,13,7241,2514,521,-3873,65,-46,-2508
153,13,7241,2599,635,-3963,39,-35,-2527
153,13,7241,2527,534,-3933,-17,-38,-2544
153,13,7241,2631,412,-4036,-25,-28,-2532
-365,3,7250,2771,404,-3994,-5,-19,-2545
-365,3,7250,2938,322,-4142,19,-22,-2553
-365,3,7250,2942,398,-4194,29,-24,-2562
-365,3,7250,3043,428,-4238,5,-28,-2563
-365,3,7250,2830,396,-4103,22,-37,-2573
-365,3,7250,3204,446,-4072,37,-44,-2575
-365,3,7250,3206,370,-4125,53,-44,-2588
-365,3,7250,3205,343,-4114,66,-58,-2601
-365,3,7250,3241,237,-4121,98,-81,-2627
-790,-161,7270,3207,53,-4118,66,-90,-2630
-790,-161,7270,3184,-64,-4067,48,-107,-2639
-790,-161,7270,3173,-53,-4105,10,-126,-2663
-790,-161,7270,3164,20,-3947,-45,-149,-2691
-790,-161,7270,3382,206,-3863,-65,-143,-2714
-790,-161,7270,3406,430,-3733,-68,-113,-2724
-790,-161,7270,3563,561,-3685,-48,-93,-2770
-790,-161,7270,3757,623,-3617,19,-79,-2781
-790,-161,7270,3755,645,-3526,90,-33,-2820
-1186,-464,7304,3776,608,-3515,168,-14,-2840
-1186,-464,7304,3669,403,-3385,209,41,-2867
-1186,-464,7304,3601,229,-3318,250,57,-2885
-1186,-464,7304,3534,-12,-3220,253,103,-2895
-1186,-464,7304,3489,-151,-3177,225,139,-2913
-1186,-464,7304,3470,-128,-3303,213,157,-2926
-1186,-464,7304,3461,-141,-3198,199,205,-2923
-1186,-464,7304,3514,-96,-3281,202,221,-2921
-1186,-464,7304,3576,6,-3434,243,250,-2928
-1550,-882,7179,3731,-151,-3499,258,267,-2929
-1550,-882,7179,3840,35,-3602,297,279,-2927
-1550,-882,7179,3975,-23,-3629,299,267,-2930
